KEY1,Χρόνος Παράδοσης,Regional Unity,Full Address,,Account : Site : Site PostCode
Κωδ.Πρ.: 100749,24,ΑΧΑΪΑΣ,ΤΕΡΨΙΘΕΑΣ-37,,26442
Κωδ.Πρ.: 100811,24,ΚΙΛΚΙΣ,21ης ΙΟΥΝΙΟΥ-40,,61100
Κωδ.Πρ.: 100812,24,ΚΟΖΑΝΗΣ,ΒΑΣ. ΚΩΝ/ΝΟΥ-25,,50200
Κωδ.Πρ.: 100798,24,ΗΜΑΘΙΑΣ,ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ-89,,59131
Κωδ.Πρ.: 100791,24,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΠΡΟΟΔΟΥ 12 & ΚΡΥΣΤΑΛΛΗ,,30100
Κωδ.Πρ.: 101222,24,ΑΡΓΟΛΙΔΑΣ,ΒΑΣΙΛΕΩΣ ΓΕΩΡΓΙΟΥ Α΄-20,,22100
Κωδ.Πρ.: 100633,24,ΜΕΣΣΗΝΙΑΣ,ΥΠΑΠΑΝΤΗΣ-1,,24100
Κωδ.Πρ.: 100769,24,ΕΥΒΟΙΑΣ,Λ. ΧΑΪΝΑ-82,,34100
Κωδ.Πρ.: 100797,24,ΛΑΡΙΣΑΣ,ΠΑΤΡΟΚΛΟΥ & ΔΕΥΚΑΛΙΩΝΟΣ 16,,41222
Κωδ.Πρ.: 101346,24,ΛΑΡΙΣΑΣ,ΧΡΥΣΟΣΤΟΜΟΥ ΣΜΥΡΝΗΣ 31 & ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ 92,,41223
Κωδ.Πρ.: 100810,24,ΓΡΕΒΕΝΩΝ,13ης ΟΚΤΩΒΡΙΟΥ-28,,51100
Κωδ.Πρ.: 100751,24,ΦΩΚΙΔΑΣ,Β. ΒΑΣΙΛΟΠΟΥΛΟΥ-2,,33100
Κωδ.Πρ.: 100781,24,ΞΑΝΘΗΣ,ΜΙΑΟΥΛΗ-4,,67131
Κωδ.Πρ.: 100766,24,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΕΥΓΕΝΙΟΥ & ΤΡΙΚΟΥΠΗ ΧΑΡ.-91,,30100
Κωδ.Πρ.: 100787,24,ΛΑΡΙΣΑΣ,ΘΕΡΜΟΠΥΛΩΝ-3,,40400
Κωδ.Πρ.: 100732,24,ΚΑΣΤΟΡΙΑΣ,ΜΗΤΡΟΠΟΛΕΩΣ-29,,52100
Κωδ.Πρ.: 100763,24,ΞΑΝΘΗΣ,28ης ΟΚΤΩΒΡΙΟΥ-97,,67100
Κωδ.Πρ.: 101125,24,ΑΧΑΪΑΣ,Β. ΗΠΕΙΡΟΥ-49-51,,26224
Κωδ.Πρ.: 100761,24,ΚΟΡΙΝΘΙΑΣ,ΕΛ. ΒΕΝΙΖΕΛΟΥ-38,,20300
Κωδ.Πρ.: 101390,24,ΕΒΡΟΥ,ΛΕΩΦ. ΔΗΜΟΚΡΑΤΙΑΣ-144,,68100
Κωδ.Πρ.: 100706,24,ΚΑΒΑΛΑΣ,7ης ΜΕΡΑΡΧΙΑΣ-98,,65403
Κωδ.Πρ.: 100755,24,ΠΕΛΛΑΣ,ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ,,58100
Κωδ.Πρ.: 100709,24,ΙΩΑΝΝΙΝΩΝ,ΒΗΛΑΡΑ 10 ΚΑΙ ΖΑΓΟΡΙΟΥ,,45444
Κωδ.Πρ.: 100730,24,ΚΙΛΚΙΣ,ΓΕΩΡΓΙΟΥ ΚΑΠΕΤΑ-57,,61100
Κωδ.Πρ.: 100797,24,ΛΑΡΙΣΑΣ,ΠΑΤΡΟΚΛΟΥ & ΔΕΥΚΑΛΙΩΝΟΣ 16,,41222
Κωδ.Πρ.: 100696,24,ΗΜΑΘΙΑΣ,ΓΡ. ΛΑΜΠΡΑΚΗ-67,,59300
Κωδ.Πρ.: 100723,24,ΜΕΣΣΗΝΙΑΣ,ΑΘΗΝΩΝ-28,,24100
Κωδ.Πρ.: 100731,24,ΚΑΒΑΛΑΣ,ΑΜΥΓΔΑΛΕΩΝΑΣ,,65500
Κωδ.Πρ.: 100701,24,ΚΟΖΑΝΗΣ,ΣΙΑΛΒΕΡΑ-27,,50132
Κωδ.Πρ.: 100972,24,ΑΡΚΑΔΙΑΣ,ΠΑΛΑΙΟΛΟΓΟΥ Κ.-114,,23100
Κωδ.Πρ.: 100729,24,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΠΛ. ΔΗΜΟΚΡΑΤΙΑΣ-1,,30100
Κωδ.Πρ.: 100701,24,ΚΟΖΑΝΗΣ,ΣΙΑΛΒΕΡΑ-27,,50132
Κωδ.Πρ.: 100707,24,ΤΡΙΚΑΛΩΝ,ΑΠΟΛΛΩΝΟΣ-20,,42100
Κωδ.Πρ.: 101096,24,ΑΧΑΪΑΣ,ΕΙΡΗΝΗΣ & ΦΙΛΙΑΣ 2Α - ΔΗΜΟΚΡΑΤΙΑΣ,,26500
Κωδ.Πρ.: 100636,24,ΡΟΔΟΠΗΣ,ΦΙΛΙΚΗΣ ΕΤΑΙΡΕΙΑΣ 30 & ΑΝΔΡΟΥΤΣΟΥ 43,,69100
Κωδ.Πρ.: 100657,24,ΑΡΓΟΛΙΔΑΣ,ΑΣΚΛΗΠΙΟΥ-28,,21100
Κωδ.Πρ.: 100646,24,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΧΡΥΣΟΣΤΟΜΟΥ ΣΜΥΡΝΗΣ 1 & ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΕΩΣ,,30100
Κωδ.Πρ.: 100663,24,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΣΤΑΪΚΟΥ Δ.-2,,30100
Κωδ.Πρ.: 100584,24,ΚΑΒΑΛΑΣ,ΣΑΠΠΑΙΩΝ-5,,65201
Κωδ.Πρ.: 100571,24,ΔΡΑΜΑΣ,ΕΥΞΕΙΝΟΥ ΠΟΝΤΟΥ-54,,66131
Κωδ.Πρ.: 100631,24,ΕΥΒΟΙΑΣ,ΠΑΠΑΦΛΕΣΣΑ & ΑΘΑΝΑΣΙΟΥ ΔΙΑΚΟΥ,,34100
Κωδ.Πρ.: 100638,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,Λ. ΕΛΕΥΘΕΡΙΑΣ-36,,57010
Κωδ.Πρ.: 100667,24,ΜΑΓΝΗΣΙΑΣ,ΑΝΑΠΑΥΣΕΩΣ 32 & ΣΤΡ. ΙΩΑΝΝΟΥ,,38446
Κωδ.Πρ.: 100505,24,ΛΑΚΩΝΙΑΣ,ΘΕΡΜΟΠΥΛΩΝ 20 & ΟΡΘΙΑΣ ΑΡΤΕΜΙΔΟΣ,,23100
Κωδ.Πρ.: 100681,24,ΠΙΕΡΙΑΣ,ΓΡΗΓΟΡΙΟΥ ΛΑΜΠΡΑΚΗ-63,,54351
Κωδ.Πρ.: 100592,24,ΙΩΑΝΝΙΝΩΝ,ΠΛ. ΤΖΑΒΕΛΛΑ 11 & ΣΕΡΑΦ .ΦΑΝΟΥΡΙΟΥ 9,,45221
Κωδ.Πρ.: 101125,24,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,Β. ΗΠΕΙΡΟΥ-49-51,,26224
Κωδ.Πρ.: 100626,24,ΗΜΑΘΙΑΣ,ΒΙΚΕΛΑ-19,,59131
Κωδ.Πρ.: 100623,24,ΕΒΡΟΥ,ΙΩΑΚΕΙΜ ΚΑΒΥΡΗ-33,,68100
Κωδ.Πρ.: 100575,24,ΜΕΣΣΗΝΙΑΣ,ΛΕΩΦ. ΑΘΗΝΩΝ-159,,24100
Κωδ.Πρ.: 100599,24,ΚΟΡΙΝΘΙΑΣ,ΔΑΜΑΣΚΗΝΟΥ-30,,20100
Κωδ.Πρ.: 100614,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΛΑΓΚΑΔΙΚΙΑ,,57012
Κωδ.Πρ.: 100598,24,ΚΟΡΙΝΘΙΑΣ,ΠΕΡΙΑΝΔΡΟΥ-36,,20200
Κωδ.Πρ.: 100624,24,ΤΡΙΚΑΛΩΝ,ΒΑΣ. ΤΣΙΤΣΑΝΗ-34,,42132
Κωδ.Πρ.: 100617,24,ΠΙΕΡΙΑΣ,16ΗΣ ΟΚΤΩΒΡΙΟΥ-2,,60100
Κωδ.Πρ.: 100622,24,ΞΑΝΘΗΣ,ΚΙΜΜΕΡΙΑ,,67100
Κωδ.Πρ.: 100600,24,ΑΡΚΑΔΙΑΣ,ΒΑΣ. ΟΙΚΟΝΟΜΙΔΟΥ-9,,22100
Κωδ.Πρ.: 100587,24,ΗΡΑΚΛΕΙΟΥ,Α. ΠΑΠΑΝΔΡΕΟΥ-139,,71305
Κωδ.Πρ.: 100594,24,ΛΑΡΙΣΑΣ,ΛΕΩΦΟΡΟΣ ΚΩΝΣΤΑΝΤΙΝΟΥ ΚΑΡΑΜΑΝΛΗ & ΑΚΑΡΝΑΝΙΑΣ,,41448
Κωδ.Πρ.: 100586,24,ΤΡΙΚΑΛΩΝ,ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ-28,,42132
Κωδ.Πρ.: 100593,24,ΙΩΑΝΝΙΝΩΝ,ΑΒΕΡΩΦ-39,,45444
Κωδ.Πρ.: 100581,24,ΙΩΑΝΝΙΝΩΝ,ΣΤΡΑΤΗΓΟΥ ΜΑΚΡΥΓΙΑΝΝΗ-20,,45445
Κωδ.Πρ.: 100542,24,ΗΜΑΘΙΑΣ,ΠΛΑΤΕΙΑ ΡΑΚΤΙΒΑΝ-2,,59100
Κωδ.Πρ.: 100583,24,ΤΡΙΚΑΛΩΝ,ΚΑΡΔΙΤΣΗΣ-13-15,,42132
Κωδ.Πρ.: 100589,24,ΔΡΑΜΑΣ,ΕΠΑΝΑΣΤΑΣΕΩΣ 1821-10Α,,66133
Κωδ.Πρ.: 100585,24,ΡΟΔΟΠΗΣ,ΕΓΝΑΤΙΑΣ-77,,69100
Κωδ.Πρ.: 100559,24,ΑΧΑΪΑΣ,ΠΛ. ΔΗΜΟΚΡΑΤΙΑΣ-13,,25200
Κωδ.Πρ.: 100522,24,ΙΩΑΝΝΙΝΩΝ,ΚΥΡΓΙΟΥ 15 & ΧΡΗΣΤΟΥ ΚΑΤΣΑΡΗ,,45221
Κωδ.Πρ.: 100553,24,ΛΑΡΙΣΑΣ,ΛΑΡΙΣΗΣ 58Α & ΛΕΩΝΙΔΙΟΥ,,40300
Κωδ.Πρ.: 100566,24,ΠΕΛΛΑΣ,ΧΑΤΖΗΔΗΜΗΤΡΙΟΥ-69,,58100
Κωδ.Πρ.: 100549,24,ΠΕΛΛΑΣ,ΦΙΛΕΛΛΗΝΩΝ-19,,58200
Κωδ.Πρ.: 100502,24,ΚΟΡΙΝΘΙΑΣ,ΕΞΑΜΙΛΙΑ,,20100
Κωδ.Πρ.: 124257,24,ΡΕΘΥΜΝΟΥ,ΑΓΓΕΛΟΥ ΣΙΚΙΕΛΙΑΝΟΥ & ΜΑΧΗΣ ΠΟΤΑΜΩΝ,,74100
Κωδ.Πρ.: 100520,24,ΛΑΡΙΣΑΣ,ΟΛΥΜΠΟΥ-38,,41447
Κωδ.Πρ.: 100484,24,ΕΒΡΟΥ,ΒΑΣ. ΚΩΝΣΤΑΝΤΙΝΟΥ-71,,68200
Κωδ.Πρ.: 100514,24,ΒΟΙΩΤΙΑΣ,ΠΙΝΔΑΡΟΥ 72 & ΑΝΤΙΓΟΝΗΣ,,32200
Κωδ.Πρ.: 101121,24,ΗΡΑΚΛΕΙΟΥ,ΜΕΝΕΛΑΟΥ ΠΑΡΛΑΜΑ-40-42,,71304
Κωδ.Πρ.: 100493,24,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ-ΑΘΗΝΩΝ 158 & ΠΑΝΕΠΙΣΤΗΜΙΟΥ 343,,26443
Κωδ.Πρ.: 100493,24,ΑΧΑΪΑΣ,ΠΑΤΡΩΝ-ΑΘΗΝΩΝ 158 & ΠΑΝΕΠΙΣΤΗΜΙΟΥ 343,,26443
Κωδ.Πρ.: 100430,24,ΚΟΖΑΝΗΣ,ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ-4,,50010
Κωδ.Πρ.: 100449,24,ΑΧΑΪΑΣ,ΑΚΡΩΤΗΡΙΟΥ-49,,26332
Κωδ.Πρ.: 100432,24,ΜΑΓΝΗΣΙΑΣ,ΙΑΣΟΝΟΣ-116,,38221
Κωδ.Πρ.: 100359,24,ΚΟΖΑΝΗΣ,ΝΟΣΟΚΟΜΕΙΟΥ & ΣΟΥΛΙΟΥ-4,,50200
Κωδ.Πρ.: 100460,24,ΚΑΒΑΛΑΣ,ΑΜΥΓΔΑΛΕΩΝΑΣ,,65500
Κωδ.Πρ.: 100453,24,ΠΙΕΡΙΑΣ,3ης ΣΕΠΤΕΜΒΡΙΟΥ-83,,60100
Κωδ.Πρ.: 100442,24,ΜΑΓΝΗΣΙΑΣ,ΒΑΣ. ΚΩΝ/ΝΟΥ-122,,37100
Κωδ.Πρ.: 100412,24,ΚΟΖΑΝΗΣ,ΔΗΜΟΚΡΑΤΙΑΣ-68,,50200
Κωδ.Πρ.: 100409,24,ΑΡΤΑΣ,ΠΛ.ΚΙΛΚΙΣ,,47100
Κωδ.Πρ.: 100455,24,ΦΘΙΩΤΙΔΑΣ,ΚΑΠΟΔΙΣΤΡΙΟΥ-40,,35100
Κωδ.Πρ.: 100427,24,ΛΑΡΙΣΑΣ,ΡΙΖΟΠΟΥΛΟΥ & ΣΕΦΕΡΗ 142,,41221
Κωδ.Πρ.: 100418,24,ΠΕΛΛΑΣ,ΠΑΥΛΟΥ ΜΕΛΑ-13,,58100
Κωδ.Πρ.: 101488,24,ΛΑΡΙΣΑΣ,ΔΙΟΓΕΝΟΥΣ & ΚΟΥΜΟΥΝΔΟΥΡΟΥ 28,,41222
Κωδ.Πρ.: 100439,24,ΗΡΑΚΛΕΙΟΥ,ΘΕΟΔ. ΔΙΑΚΟΝΟΥ-1,,71305
Κωδ.Πρ.: 100451,24,ΗΛΕΙΑΣ,28ης ΟΚΤΩΒΡΙΟΥ-40,,27100
Κωδ.Πρ.: 100433,24,ΜΑΓΝΗΣΙΑΣ,ΙΑΣΟΝΟΣ-88-92,,38221
Κωδ.Πρ.: 100433,24,ΜΑΓΝΗΣΙΑΣ,ΙΑΣΟΝΟΣ-88-92,,38221
Κωδ.Πρ.: 100390,24,ΛΑΡΙΣΑΣ,ΙΩΑΝΝΙΝΩΝ-210,,41222
Κωδ.Πρ.: 100402,24,ΚΑΡΔΙΤΣΑΣ,ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ-38,,43100
Κωδ.Πρ.: 100159,24,ΡΕΘΥΜΝΟΥ,ΣΤΑΜΑΘΙΟΥΔΑΚΗ ΚΑΙ ΜΠΙΡΗ 1,,74100
Κωδ.Πρ.: 100392,24,ΕΒΡΟΥ,ΛΕΩΦ. ΔΗΜΟΚΡΑΤΙΑΣ-399,,68100
Κωδ.Πρ.: 100303,24,ΕΥΒΟΙΑΣ,ΕΛ. ΒΕΝΙΖΕΛΟΥ-65,,34100
Κωδ.Πρ.: 100367,24,ΑΧΑΪΑΣ,ΙΟΝΙΟΥ-9,,26504
Κωδ.Πρ.: 100366,24,ΑΡΓΟΛΙΔΑΣ,ΠΛΑΤΕΙΑ ΔΗΜΑΡΧΟΥ ΚΑΤΡΙΛΙΩΤΗ,,21053
Κωδ.Πρ.: 101359,24,ΗΜΑΘΙΑΣ,ΔΗΜΟΣΘΕΝΟΥΣ-55,,17672
Κωδ.Πρ.: 100356,24,ΕΥΒΟΙΑΣ,ΧΑΪΝΑ-9,,34100
Κωδ.Πρ.: 101390,24,ΞΑΝΘΗΣ,ΛΕΩΦ. ΔΗΜΟΚΡΑΤΙΑΣ-144,,68100
Κωδ.Πρ.: 100369,24,ΜΑΓΝΗΣΙΑΣ,ΔΗΜΗΤΡΙΑΔΟΣ-73,,38333
Κωδ.Πρ.: 100343,24,ΦΘΙΩΤΙΔΑΣ,ΒΑΣΙΛΙΚΩΝ-20,,35133
Κωδ.Πρ.: 101308,24,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΕΛΦΩΝ-151,,30300
Κωδ.Πρ.: 100363,24,ΒΟΙΩΤΙΑΣ,ΕΣΤΙΑΣ-5,,32200
Κωδ.Πρ.: 100363,24,ΒΟΙΩΤΙΑΣ,ΕΣΤΙΑΣ-5,,32200
Κωδ.Πρ.: 100542,24,ΗΜΑΘΙΑΣ,ΠΛΑΤΕΙΑ ΡΑΚΤΙΒΑΝ-2,,59100
Κωδ.Πρ.: 101359,24,ΗΜΑΘΙΑΣ,ΔΗΜΟΣΘΕΝΟΥΣ-55,,17672
Κωδ.Πρ.: 100349,24,ΑΧΑΪΑΣ,ΚΟΡΙΝΘΟΥ 387-389 & ΓΕΝΝΑΔΙΟΥ 19,,26222
Κωδ.Πρ.: 101121,24,ΗΡΑΚΛΕΙΟΥ,ΜΕΝΕΛΑΟΥ ΠΑΡΛΑΜΑ-40-42,,71304
Κωδ.Πρ.: 100318,24,ΚΑΣΤΟΡΙΑΣ,ΜΕΣΟΠΟΤΑΜΙΑ,,52050
Κωδ.Πρ.: 100251,24,ΗΛΕΙΑΣ,ΠΑΤΡΩΝ-53,,27100
Κωδ.Πρ.: 100288,24,ΙΩΑΝΝΙΝΩΝ,ΛΕΩΦΟΡΟΣ ΔΩΔΩΝΗΣ-107,,45221
Κωδ.Πρ.: 100295,24,ΡΕΘΥΜΝΟΥ,ΜΟΑΤΣΟΥ-7-9,,74100
Κωδ.Πρ.: 100280,24,ΗΜΑΘΙΑΣ,ΒΕΝΙΖΕΛΟΥ-30,,59100
Κωδ.Πρ.: 100142,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΕΝΤΡΙΚΗ ΠΛΑΤΕΙΑ ΑΣΚΟΥ,,57016
Κωδ.Πρ.: 100091,24,ΙΩΑΝΝΙΝΩΝ,3o χλμ Ε.Ο. ΙΩΑΝΝΙΝΩΝ-ΑΘΗΝΩΝ,,45500
Κωδ.Πρ.: 100285,24,ΙΩΑΝΝΙΝΩΝ,ΚΟΥΤΣΕΛΙΟ,,45500
Κωδ.Πρ.: 100221,24,ΠΙΕΡΙΑΣ,ΝΙΚΗΣ-5,,10563
Κωδ.Πρ.: 101308,24,ΑΧΑΪΑΣ,ΔΕΛΦΩΝ-151,,30300
Κωδ.Πρ.: 100277,24,ΑΧΑΪΑΣ,ΑΣΗΜΑΚΗ ΦΩΤΗΛΑ 1 & ΖΑΪΜΗ,,25100
Κωδ.Πρ.: 100274,24,ΚΟΖΑΝΗΣ,ΦΙΛΙΠΠΟΥ-12,,50200
Κωδ.Πρ.: 100257,24,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΑΘΗΝΩΝ-1,,30300
Κωδ.Πρ.: 101390,24,ΡΟΔΟΠΗΣ,ΛΕΩΦ. ΔΗΜΟΚΡΑΤΙΑΣ-144,,68100
Κωδ.Πρ.: 100663,24,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΣΤΑΪΚΟΥ Δ.-2,,30100
Κωδ.Πρ.: 100219,24,ΗΛΕΙΑΣ,28ΗΣ ΟΚΤΩΒΡΙΟΥ &  ΚΑΣΤΟΡΧΗ,,27131
Κωδ.Πρ.: 100255,24,ΜΑΓΝΗΣΙΑΣ,Κ. ΚΑΡΤΑΛΗ-155,,38221
Κωδ.Πρ.: 100166,24,ΕΥΒΟΙΑΣ,ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΕΩΣ-139,,34600
Κωδ.Πρ.: 100214,24,ΛΑΡΙΣΑΣ,ΑΡΙΣΤΕΙΔΟΥ-22,,41222
Κωδ.Πρ.: 100209,24,ΛΕΥΚΑΔΑΣ,ΜΕΛΑ ΙΩΑΝΝΗ-91,,31100
Κωδ.Πρ.: 100755,24,ΠΕΛΛΑΣ,ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ,,58100
Κωδ.Πρ.: 100160,24,ΡΕΘΥΜΝΟΥ,ΑΡΚΑΔΙΟΥ-200,,74100
Κωδ.Πρ.: 100170,24,ΑΧΑΪΑΣ,ΑΓ. ΤΡΙΑΔΟΣ-43,,26224
Κωδ.Πρ.: 100207,24,ΡΕΘΥΜΝΟΥ,ΠΑΠΑΝΔΡΕΟΥ-5,,74100
Κωδ.Πρ.: 100202,24,ΑΡΓΟΛΙΔΑΣ,ΑΓΙΑΣ ΚΥΡΙΑΚΗΣ-2,,21200
Κωδ.Πρ.: 100217,24,ΛΑΡΙΣΑΣ,ΦΑΡΣΑΛΩΝ-93-95,,41335
Κωδ.Πρ.: 100216,24,ΛΑΡΙΣΑΣ,ΒΕΝΙΖΕΛΟΥ-105,,41222
Κωδ.Πρ.: 100020,24,ΜΕΣΣΗΝΙΑΣ,ΛΕΩΦΟΡΟΣ ΕΘΝΑΡΧΟΥ ΜΑΚΑΡΙΟΥ,,24200
Κωδ.Πρ.: 100288,24,ΑΡΤΑΣ,ΛΕΩΦΟΡΟΣ ΔΩΔΩΝΗΣ-107,,45221
Κωδ.Πρ.: 100198,24,ΜΑΓΝΗΣΙΑΣ,ΑΝΑΛΗΨΕΩΣ-281,,38221
Κωδ.Πρ.: 100180,24,ΜΑΓΝΗΣΙΑΣ,ΓΡ.ΛΑΜΠΡΑΚΗ-3,,38334
Κωδ.Πρ.: 100103,24,ΙΩΑΝΝΙΝΩΝ,Θ. ΠΑΣΧΙΔΗ-1,,45445
Κωδ.Πρ.: 101488,24,ΛΑΡΙΣΑΣ,ΔΙΟΓΕΝΟΥΣ & ΚΟΥΜΟΥΝΔΟΥΡΟΥ 28,,41222
Κωδ.Πρ.: 100186,24,ΠΕΛΛΑΣ,ΦΙΛΙΠΠΟΥ-32,,58200
Κωδ.Πρ.: 121998,24,ΚΟΡΙΝΘΙΑΣ,ΠΑΝΑΓΗ ΤΣΑΛΔΑΡΗ-84,,20006
Κωδ.Πρ.: 100113,24,ΓΡΕΒΕΝΩΝ,ΓΕΩΡΓΙΟΥ ΜΠΟΥΣΙΟΥ-6,,51100
Κωδ.Πρ.: 100064,24,ΗΡΑΚΛΕΙΟΥ,28ΗΣ ΟΚΤΩΒΡΙΟΥ & ΘΕΟΤΟΚΟΠΟΥΛΟΥ 64,,70400
Κωδ.Πρ.: 100114,24,ΙΩΑΝΝΙΝΩΝ,7ο ΧΛΜ ΙΩΑΝΝΙΝΩΝ - ΑΘΗΝΩΝ,,45500
Κωδ.Πρ.: 100128,24,ΜΕΣΣΗΝΙΑΣ,ΨΑΡΡΩΝ-14,,24100
Κωδ.Πρ.: 100112,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΣΧΟΛΕΙΟΥ-32,,57200
Κωδ.Πρ.: 100144,24,ΜΑΓΝΗΣΙΑΣ,ΛΕΩΦΟΡΟΣ ΛΑΡΙΣΗΣ-104,,38334
Κωδ.Πρ.: 231809,24,ΓΡΕΒΕΝΩΝ,ΤΑΛΙΑΔΟΥΡΗ Κ.-63,,51100
Κωδ.Πρ.: 100084,24,ΑΡΓΟΛΙΔΑΣ,ΤΣΩΚΡΗ 52 & ΘΕΟΦΑΝΟΠΟΥΛΟΥ,,21231
Κωδ.Πρ.: 100119,24,ΑΧΑΪΑΣ,ΑΛΕΞΙΟΤΙΣΣΗΣ ΠΑΝΑΓ. & ΜΑΡΑΓΚΟΠΟΥΛΟΥ 59,,26331
Κωδ.Πρ.: 100029,24,ΙΩΑΝΝΙΝΩΝ,28ης ΟΚΤΩΒΡΙΟΥ-1,,45444
Κωδ.Πρ.: 100050,24,ΠΙΕΡΙΑΣ,ΑΓΙΑΣ ΛΑΥΡΑΣ 40 & ΞΑΝΘΟΥ,,60100
Κωδ.Πρ.: 100027,24,ΚΑΒΑΛΑΣ,ΦΙΛΙΚΗΣ ΕΤΑΙΡΕΙΑΣ-8Β,,65403
Κωδ.Πρ.: 230451,24,ΔΡΑΜΑΣ,Γ. ΠΑΠΑΝΔΡΕΟΥ-50,,66100
Κωδ.Πρ.: 100042,24,ΙΩΑΝΝΙΝΩΝ,28ης ΟΚΤΩΒΡΙΟΥ 57 & ΣΤΑΔΙΟΥ,,45333
Κωδ.Πρ.: 231808,24,ΚΟΖΑΝΗΣ,Κ. ΦΟΥΦΑ-5,,50200
Κωδ.Πρ.: 120546,24,ΑΧΑΪΑΣ,ΑΝΘΕΙΑΣ-215,,26332
Κωδ.Πρ.: 122820,24,ΕΥΒΟΙΑΣ,ΧΑΪΝΑ-48,,34100
Κωδ.Πρ.: 233264,24,ΕΒΡΟΥ,ΜΑΚΡΑΣ ΓΕΦΥΡΑΣ-2,,68100
Κωδ.Πρ.: 100005,24,ΙΩΑΝΝΙΝΩΝ,ΚΑΦΟΡΑΤΕΣ-2,,45500
Κωδ.Πρ.: 232485,24,ΛΑΡΙΣΑΣ,ΛΕΜΕΣΟΥ-6,,41335
Κωδ.Πρ.: 100002,24,ΠΡΕΒΕΖΑΣ,ΜΠΙΖΑΝΙΟΥ-131,,48200
Κωδ.Πρ.: 120523,24,ΛΑΚΩΝΙΑΣ,ΚΩΝΣΤΑΝΤΙΝΟΥ ΠΑΛΑΙΟΛΟΓΟΥ-24,,23100
Κωδ.Πρ.: 232802,24,ΚΑΡΔΙΤΣΑΣ,ΚΟΥΜΟΥΝΔΟΥΡΟΥ-6,,43100
Κωδ.Πρ.: 120999,24,ΗΛΕΙΑΣ,ΜΑΝΩΛΟΠΟΥΛΟΥ-6,,27100
Κωδ.Πρ.: 122800,24,ΒΟΙΩΤΙΑΣ,ΠΥΡΓΟΥ & ΚΟΛΟΚΟΤΡΩΝΗ-1,,32011
Κωδ.Πρ.: 232806,24,ΛΑΡΙΣΑΣ,ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ-31,,41222
Κωδ.Πρ.: 232807,24,ΤΡΙΚΑΛΩΝ,ΑΣΚΛΗΠΙΟΥ ΚΑΙ ΑΡΙΣΤΕΙΔΟΥ ΠΑΠΠΑ-1,,42131
Κωδ.Πρ.: 120532,24,ΜΕΣΣΗΝΙΑΣ,ΒΑΣ. ΑΜΑΛΙΑΣ & ΜΑΙΖΩΝΟΣ-6,,24131
Κωδ.Πρ.: 120535,24,ΑΧΑΪΑΣ,Γ.ΠΑΠΑΝΔΡΕΟΥ-51,,26334
Κωδ.Πρ.: 101096,24,ΑΧΑΪΑΣ,ΕΙΡΗΝΗΣ & ΦΙΛΙΑΣ 2Α - ΔΗΜΟΚΡΑΤΙΑΣ,,26500
Κωδ.Πρ.: 231790,24,ΠΙΕΡΙΑΣ,ΑΒΕΡΩΦ-5,,60100
Κωδ.Πρ.: 232798,24,ΤΡΙΚΑΛΩΝ,ΚΑΛΑΜΑΤΑ & ΚΑΝΑΡΗ,,42100
Κωδ.Πρ.: 231800,24,ΚΑΣΤΟΡΙΑΣ,11ΗΣ ΝΟΕΜΒΡΙΟΥ-19,,52100
Κωδ.Πρ.: 231802,24,ΗΜΑΘΙΑΣ,ΕΛ.ΒΕΝΙΖΕΛΟΥ-54,,59300
Κωδ.Πρ.: 231801,24,ΗΜΑΘΙΑΣ,ΖΑΦΕΙΡΑΚΗ & ΕΜΜΑΝ. ΠΑΠΠΑ,,59200
Κωδ.Πρ.: 230448,24,ΚΑΒΑΛΑΣ,ΒΕΝΙΖΕΛΟΥ ΕΛ.-59,,65403
